핫,1
순간,1
바보,4
일,3
이듬해,1
얘기,7
성격,1
입,4
인정,1
물음,1
불,4
조각,1
이번,1
속,4
장난,1
손,7
기억,9
논란,1
숙명,1
힘,2
래,1
요즘,6
떡,1
존재,1
호의호식,1
춤,1
약속,3
랩,1
강성,1
실수,1
처음,1
이용,1
공감,1
줄기,1
소리,5
소재,1
떼,1
잽,1
귀,1
판단,1
신경,1
그새,1
수컷,1
이별,4
돈,2
꿈,7
가짜,1
필요,2
장님,1
말,48
상황,1
집,2
짓,1
이틀,1
이상,5
발끝,2
대상,1
맘,9
실력,1
시선,3
비바람,1
뜨내기,1
손가락,1
전부,4
며칠,2
아웃,1
고생,1
희망,1
슈퍼,1
상처,5
바람,2
슬픔,1
장담,1
철부지,1
관심,1
안방,1
남자,2
자리,2
눈,15
글라스,1
망치,1
감정,4
밖,2
두둑,1
자랑,5
조건,2
술,1
눈물,20
밤,10
오,1
바닷가,1
너머,1
모험,1
복종,1
숨,2
비밀,1
시작,3
흐름,2
제자리,1
만족,1
해석,1
사흘,1
이유,13
화가,1
길,3
바지,1
잘못,1
혼,4
그때,1
비,1
한참,1
아픔,7
예의,1
홈,4
운명,2
사이,3
후회,6
정도,1
한방,1
전진,1
하늘,5
마디,1
빛,1
끝,1
상단,1
안식처,4
기스,1
머리,5
비타민,1
쑥,1
열매,1
질문,1
목적,1
시도,1
순위,4
허례허식,1
방구,1
구멍,1
사람,9
걸,15
버거,1
사랑,47
겁,1
변덕,1
부정,1
스타,2
세월,3
주머니,1
언덕,1
이름,3
친구,3
하루,3
벌,2
게,5
이불,1
과정,1
세상,13
증명,1
마음,10
스타일,1
우물,1
행복,4
동안,2
키스,1
엄마,1
날,32
유지비,1
가슴,6
등불,2
감탄,1
환갑,1
키,1
뒤,4
취향,1
목,1
대꾸,1
낯,1
허락,1
시간,9
산,1
박수,2
공공,1
삶,3
몸,1
쥐구멍,1
추억,1
나비,2
못,1
모두,1
틀,1
곁,11
호감,1
별,2
후,1
기대,1
틈,1
크림,1
워,1
시기,1
껌,1
무릎,2
혼자,3
원,3
탓,1
시련,1
볕,1
불안,1
서로,1
생각,9
실패,2
목소리,3
연습,1
곡,1
과거,1
외면,2
예전,3
다,2
아무것,2
달,2
오늘,4
탭,1
욕심,1
어제,1
한계,1
곳,11
답,2
미동,1
영원,3
유혹,2
연봉,1
마지막,5
위,10
줄,1
여행,1
생활,1
예감,1
수술,1
성숙,1
원망,3
모습,6
팝,3
선,1
포장,1
형체,1
만약,11
미련,2
겨냥,1
키보드,1
패션,1
입수,2
씬,1
소녀,1
팬,4
이제,9
터,1
표현,1
무,1
감성,1
꼴,1
노래,3
클라스,1
고백,1
눈빛,1
땅,2
바닥,1
안,7
자신,1
비유,2
위험,2
때,6
손님,1
불만,1
코,1
우연,1
한,1
스케줄,1
계속,1
준비,2
내일,6
앞,1
다리,2
매사,1
애,1
자초,1
음악,4
손뼉,4
작곡,1
날개,3
핫,1
순간,1
바보,4
일,3
이듬해,1
얘기,10
성격,1
입,4
인정,1
물음,1
불,4
조각,1
이번,1
속,4
장난,1
손,7
기억,9
논란,1
숙명,1
힘,2
래,1
요즘,6
떡,1
존재,1
호의호식,1
춤,1
약속,3
랩,1
강성,1
실수,1
처음,1
이용,1
공감,1
줄기,1
소리,5
소재,1
떼,1
잽,1
귀,1
판단,1
신경,1
그새,1
수컷,1
이별,4
돈,2
꿈,7
가짜,1
필요,3
장님,1
말,48
상황,1
집,2
짓,1
이틀,1
이상,5
발끝,2
대상,1
맘,11
실력,1
시선,3
비바람,1
뜨내기,1
손가락,1
전부,4
며칠,2
아웃,1
고생,1
희망,1
슈퍼,1
상처,5
바람,2
슬픔,1
장담,1
철부지,1
관심,1
안방,1
남자,2
자리,2
눈,15
글라스,1
망치,1
감정,4
밖,2
두둑,1
자랑,5
조건,2
발,1
술,1
눈물,20
밤,10
오,1
바닷가,1
너머,1
모험,1
복종,1
숨,2
