0,5375532
1,4734486
2,3136652
3,4734489
4,7967337
5,3099149
6,32180580
7,5765887
8,5765888
9,7888412
10,3492660
11,5765885
12,3935148
13,5642918
14,2969981
15,3935149
16,8065398
17,4308050
18,8250334
19,4391380
20,3354527
21,30753021
22,4127571
23,3325191
24,3672259
25,3325190
26,7967344
27,4660909
28,3687773
29,31899300
30,8236055
31,3859717
32,3628519
33,31035061
34,3628517
35,3628518
36,3628515
37,3866006
38,3628516
39,3628513
40,3628514
41,3628512
42,9620471
43,9620473
44,3765798
45,5820368
46,31737200
47,31737201
48,31737202
49,30616684
50,8298724
51,30408193
52,8068881
53,3628521
54,5394265
55,31782686
56,3690927
57,5419682
58,3976916
59,2705407
60,3041356
61,5388806
62,3753309
63,4195236
64,3753308
65,3822491
66,3680
67,3753307
68,3753302
69,3753301
70,31266282
71,3624137
72,3731994
73,3753306
74,3753305
75,32217921
76,3753304
77,31266289
78,3731993
79,3753303
80,31266288
81,4818649
82,31403163
83,2907204
84,30054344
85,3485088
86,4073600
87,4484403
88,32125782
89,2797558
90,2558735
91,4092360
92,3614345
93,31853557
94,4308010
95,31266290
96,3940533
97,4478190
98,31266291
99,2596161
100,4478192
101,4478191
102,32085144
103,2768149
104,4478194
105,31864628
106,4478193
107,4369884
108,7979764
109,2371261
110,2371262
111,2906349
112,4095862
113,30294022
114,2558729
115,4070103
116,2361466
117,4397968
118,31107239
119,4397969
120,3168699
121,7982920
122,31403156
123,30105621
124,3721730
125,4100925
126,30147446
127,30147445
128,3815739
129,4404345
130,8308231
131,2908515
132,3325188
133,3325187
134,4024692
135,4512170
136,4024693
137,2534748
138,3983239
139,2748528
140,2425149
141,4100916
142,5824767
143,7870705
144,5383102
145,2950925
146,7870707
147,30272285
148,2769458
149,30468654
150,3753310
151,4165873
152,30833270
153,3972110
154,30286429
155,31448480
156,2388949
157,2388945
158,4806687
159,4806686
160,30147447
161,30011624
162,4806688
163,31764891
164,4383349
165,31324607
166,5459290
167,31495659
168,32235310
169,5768980
170,30351579
171,3098215
172,30143498
173,4691278
174,2702751
175,3913733
176,2667088
177,2803451
178,30690674
179,5804238
180,31854442
181,3391560
182,4641333
183,5504874
184,31788850
185,4072715
186,3545207
187,3815741
188,4115516
189,4017089
190,2349352
191,4650279
192,4287434
193,3390248
194,4038811
195,3846001
196,4298535
197,2673793
198,8158031
199,30601123
200,4000640
201,4591400
202,3036426
203,3475250
204,30970444
205,30601121
206,3558975
207,3968900
208,9637758
209,4162716
210,31788828
211,3940593
212,2347151
213,4336120
214,31635202
215,2967753
216,3683353
217,2967751
218,3909685
219,8068854
220,5381331
221,2743254
222,3759927
223,5721453
224,5612295
225,30500917
226,2590471
227,2687986
228,5702706
229,4722450
230,4001553
231,4023744
232,4082947
233,30169608
234,4383773
235,3724835
236,3436083
237,32028531
238,5708013
239,5486885
240,3999205
241,31455159
242,3852737
243,32142272
244,3747933
245,5791706
246,31052421
247,3151428
248,2967768
249,4099386
250,32224272
251,3043153
252,4586092
253,4066001
254,4586090
255,3325102
256,8252588
257,4347674
258,31373277
259,4019298
260,31644106
261,30721801
262,31542508
263,4209541
264,2801290
265,31856628
266,30063772
267,4582959
268,5721449
269,2684461
270,4544242
271,31144690
272,2801292
273,2673348
274,3818839
275,4163613
276,5721441
277,3900853
278,3918121
279,7881449
280,8084079
281,3089348
282,3972199
283,5721440
284,31703498
285,3498780
286,30550388
287,3526967
288,4148967
289,3472249
290,2339048
291,5815785
292,8109960
293,4275833
294,2617550
295,31709526
296,31709523
297,3842500
298,31709524
299,31754579
300,30957524
301,4111207
302,4249547
303,38547
304,5826449
305,5826448
306,31983112
307,5826447
308,4362019
309,4252725
310,2769950
311,2338186
312,2617540
313,3758104
314,3379048
315,4671153
316,4671152
317,3939070
318,4671151
319,30076504
320,8203900
321,3964483
322,2746858
323,7896507
324,7896508
325,7896506
326,3174148
327,31151836
328,4252730
329,4252731
330,4252732
331,4252733
332,2320882
333,3957743
334,5551234
335,5781104
336,31893681
337,2930971
338,2930970
339,2930972
340,4042480
341,30431400
342,4252726
343,4252727
344,5771304
345,4252728
346,4252729
347,5644636
348,8189661
349,2900275
350,4020215
351,3534943
352,3534942
353,3534945
354,3534944
355,30453633
356,3534941
357,30453635
358,4639518
359,30453634
360,2801651
361,2951898
362,30725483
363,31967092
364,30725482
365,2546258
366,3534948
367,31677966
368,30646584
369,30646585
370,2930968
371,3883073
372,30190630
373,2930967
374,5826464
375,2930969
376,2948248
377,5826463
378,3641162
379,5826462
380,5826461
381,5826465
382,2686250
383,3804268
384,31737197
385,31737198
386,31737199
387,4123220
388,3565240
389,7915771
390,3174560
391,3955584
392,3565242
393,3565243
394,30838076
395,5690596
396,5779688
397,3518006
398,2792665
399,2512058
400,3917338
401,3745234
402,3118474
403,31331750
404,8077712
405,3173249
406,30341745
407,31606729
408,7847861
409,30565334
410,31263577
411,30519033
412,3132763
413,5644620
414,851429
415,30519035
416,2627301
417,3754180
418,3747899
419,31331745
420,7946059
421,7896509
422,3107348
423,31870517
424,7896510
425,7896511
426,8004377
427,30486509
428,7896512
429,2707218
430,5674470
431,32061976
432,3035482
433,7860122
434,8127341
435,32061975
436,7935396
437,8049264
438,4832150
439,2331974
440,3003430
441,3759413
442,3521672
443,3403255
444,4115610
445,2719683
446,5713425
447,3132748
448,5713422
449,2542748
450,2937988
451,3955148
452,3601574
453,4583481
454,4478169
455,4583483
456,3601573
457,4583482
458,4583485
459,4583484
460,2962948
461,4153481
462,4583487
463,5402720
464,8036303
465,4583486
466,4583488
467,4003254
468,3639713
469,31929663
470,32059630
471,3550111
472,5822923
473,5822925
474,2970574
475,2542751
476,30113169
477,4076648
478,30113165
479,4393161
480,30784187
481,2741566
482,8244052
483,3764899
484,5397393
485,3343337
486,30178900
487,4569153
488,31684634
489,4471543
490,31684636
491,4828024
492,4471542
493,4478187
494,4478186
495,30132701
496,4478189
497,3818488
498,4478188
499,4388691
500,30378164
501,2388877
502,3538478
503,3557196
504,8028701
505,3818487
506,3818486
507,4014352
508,8161257
509,3978258
510,3026177
511,4153450
512,2601592
513,3026178
514,30378159
515,30378157
516,30378156
517,3397797
518,30378155
519,5600224
520,9631530
521,4002374
522,3635328
523,2690353
524,2705414
525,31196764
526,2670748
527,2705410
528,3795586
529,30989550
530,3588757
531,3561276
532,2654264
533,3625504
534,30105590
535,3110581
536,3786630
537,8028724
538,971441
539,8028725
540,4282578
541,2680552
542,8233373
543,30414090
544,31046548
545,2679548
546,4074419
547,447642
548,3106066
549,3028777
550,3818492
551,3818493
552,3574100
553,9620469
554,3935594
555,2544949
556,4084675
557,5390701
558,4100521
559,3600225
560,3600223
561,3600224
562,3600222
563,3110565
564,5620266
565,30181278
566,7876540
567,2978062
568,3665143
569,3691429
570,31056799
571,3141291
572,30088156
573,3694935
574,3811405
575,3124733
576,3811406
577,4205993
578,3531870
579,3892808
580,5473905
581,3145655
582,3550136
583,4749449
584,3492688
585,2544954
586,8291212
587,3339283
588,5465067
589,2972778
590,5818487
591,8244031
592,8244030
593,31093710
594,2590549
595,4230004
596,3065249
597,3853074
598,2933662
599,3546001
600,4105677
601,7874382
602,4230002
603,3928713
604,30457690
605,4108714
606,3349297
607,3135448
608,3976806
609,3110148
610,3685690
611,7912749
612,31658897
613,31873020
614,31532656
615,2782368
616,4771771
617,3065250
618,3065251
619,4105688
620,7956305
621,7956304
622,3065253
623,7956303
624,7956302
625,30261007
626,3973781
627,5674616
628,5387875
629,2621364
630,3982256
631,2793051
632,2793050
633,3424822
634,8042169
635,31804010
636,4104368
637,2540268
638,3076363
639,7999021
640,5748398
641,30962526
642,3915868
643,5398990
644,2555764
645,2621349
646,3741493
647,2703101
648,5470838
649,4383833
650,2963061
651,3734735
652,4129654
653,30169383
654,3053257
655,8204539
656,2335458
657,3053259
658,2335459
659,3053258
660,8138940
661,2979881
662,2648642
663,8136765
664,2590566
665,2979880
666,31532642
667,31532643
668,3053253
669,3053254
670,3796159
671,3915843
672,8024756
673,32273582
674,8235260
675,3319849
676,4333566
677,4333568
678,30536155
679,31199873
680,5421434
681,4073717
682,4026975
683,5476552
684,30337190
685,4079025
686,8172437
687,4691117
688,5421429
689,31510409
690,5421428
691,5465008
692,2554001
693,31085237
694,4333556
695,5421427
696,4643439
697,5647453
698,3367917
699,5647454
700,8275728
701,432309
702,31085238
703,4493462
704,4163116
705,7868989
706,4222815
707,2523763
708,4129672
709,4622988
710,2914957
711,5528069
712,31085240
713,5657227
714,31085244
715,31085243
716,3170662
717,4141792
718,3813439
719,31161280
720,4271854
721,30244931
722,4342054
723,4050612
724,3847659
725,5456526
726,30383949
727,31565593
728,3805813
729,30285450
730,3137648
731,5456521
732,2671449
733,4279327
734,8155478
735,31629490
736,3421348
737,3378450
738,30997649
739,2425271
740,5704397
741,4164425
742,3698565
743,8271355
744,5835766
745,3975504
746,4271833
747,3787653
748,83721
749,3922586
750,30514366
751,32006890
752,2650539
753,3553178
754,8181755
755,4091105
756,5756880
757,3509457
758,2745357
759,2951008
760,31841027
761,3349210
762,7881505
763,31399721
764,31399726
765,3922575
766,31399725
767,2987448
768,31356799
769,8180414
770,2600849
771,30588628
772,30588627
773,31666417
774,4141700
775,2671461
776,4160436
777,2910952
778,2609656
779,5531227
780,2682148
781,30809895
782,74372
783,9646572
784,3590149
785,5495296
786,30781481
787,3526810
788,4047415
789,3160020
790,4372791
791,2163686
792,31688205
793,31189241
794,8180434
795,8042553
796,2670153
797,3848536
798,2953678
799,5660040
800,3524625
801,30355842
802,4371456
803,3083959
804,4221101
805,3594993
806,3152817
807,2593618
808,5700879
809,32143487
810,2710203
811,2675871
812,30613202
813,2634099
814,5406682
815,3060824
816,30157753
817,31967064
818,30948698
819,30616707
820,2654948
821,30960341
822,3565193
823,5708377
824,2952363
825,3776153
826,4193337
827,4639335
828,2558448
829,3968838
830,3968837
831,3337651
832,3968836
833,4848555
834,7971052
835,4232200
836,7971051
837,2549958
838,5592623
839,5742255
840,7971053
841,2549957
842,31399795
843,2549956
844,4105654
845,31399796
846,2549955
847,4426293
848,3931559
849,3579341
850,3928293
851,2593649
852,3928294
853,5415175
854,3928290
855,32003395
856,4462368
857,31280273
858,3522480
859,3565173
860,30025065
861,2943430
862,4116789
863,30461393
864,32048693
865,30461396
866,30461395
867,3379391
868,30461394
869,30202716
870,3786713
871,3860282
872,3860283
873,7985328
874,5620321
875,3052734
876,30290011
877,31055324
878,4172962
879,8304617
880,3772555
881,3791293
882,30637983
883,30637982
884,2728048
885,3624746
886,3900836
887,30637988
888,30637987
889,32153755
890,3840677
891,30878838
892,2605215
893,2720569
894,3573175
895,3701333
896,4099465
897,3006849
898,3853980
899,5710257
900,3853981
901,3853976
902,3853977
903,31597981
904,3853978
905,3853979
906,31098083
907,3947815
908,3047397
909,4516940
910,31159436
911,3116348
912,3338948
913,9613173
914,4309958
915,5629148
916,31885924
917,5495681
918,7870472
919,3037107
920,3667495
921,3669673
922,4053240
923,3366160
924,31388213
925,4165390
926,8075429
927,30213419
928,2705374
929,30163110
930,32271720
931,2585956
932,5401393
933,4649655
934,4138606
935,3460102
936,4138607
937,4328659
938,3139048
939,4334090
940,3779134
941,4138608
942,3619347
943,4098101
944,2773066
945,4334089
946,3726617
947,4418185
948,8219168
949,5748406
950,4455531
951,30349593
952,3820647
953,31938460
954,2359820
955,4592267
956,5767582
957,30208070
958,3893169
959,2988848
960,4138611
961,3035370
962,32243273
963,30440430
964,4603433
965,5555752
966,5555751
967,30543235
968,2569048
969,4649637
970,30736437
971,30669593
972,7877918
973,31316695
974,7877917
975,5458267
976,3986186
977,4785453
978,3429749
979,3725788
980,7863752
981,8038491
982,31194610
983,3966128
984,4328661
985,4019328
986,3820624
987,5674119
988,31369994
989,30003331
990,2537461
991,3426230
992,2537463
993,2537464
994,2572678
995,8038492
996,5684826
997,3796596
998,4144408
999,4381721
1000,4381720
1001,2566835
1002,2656760
1003,4646573
1004,4646572
1005,3164048
1006,4646571
1007,8034004
1008,5661710
1009,2903041
1010,8184472
1011,2979490
1012,4635456
1013,2587789
1014,3422254
1015,2587788
1016,2993798
1017,7866804
1018,3458226
1019,5760115
1020,5760116
1021,4435548
1022,3623496
1023,3462710
1024,2944381
1025,8143111
1026,31219546
1027,2944387
1028,30367365
1029,30215199
1030,2983513
1031,3164052
1032,3422250
1033,2738241
1034,3051494
1035,3422252
1036,8094566
1037,3422248
1038,4226369
1039,5785424
1040,5785421
1041,4367874
1042,4054983
1043,31113243
1044,31113240
1045,31113241
1046,3516563
1047,4178683
1048,4562881
1049,2741416
1050,4645220
1051,3654576
1052,4714217
1053,3468048
1054,3610158
1055,5584641
1056,3450766
1057,3143550
1058,3427926
1059,2623007
1060,31938046
1061,3087888
1062,5478283
1063,2374593
1064,8034012
1065,4674167
1066,5473834
1067,3170749
1068,3549031
1069,3897133
1070,3025148
1071,3459504
1072,4212184
1073,5807274
1074,2783260
1075,5807273
1076,3006873
1077,5748499
1078,81013
1079,31890067
1080,4751624
1081,32091434
1082,3666573
1083,2960448
1084,3448851
1085,4412480
1086,31009483
1087,4118143
1088,3527235
1089,2656792
1090,2783256
1091,2802840
1092,4764928
1093,8086945
1094,8086946
1095,8086947
1096,4054905
1097,4027796
1098,4786735
1099,2354532
1100,3052305
1101,4749304
1102,31907388
1103,2960456
1104,4355880
1105,3897152
1106,3145784
1107,3562467
1108,2566853
1109,9634953
1110,4840271
1111,9634954
1112,3820695
1113,9642570
1114,2598413
1115,30115011
1116,4800615
1117,4800614
1118,30179088
1119,4175139
1120,30179089
1121,32175937
1122,3891852
1123,2507672
1124,4854446
1125,8129245
1126,30829858
1127,31346009
1128,4364332
1129,3656320
1130,3471644
1131,5629186
1132,30974158
1133,30179093
1134,30974156
1135,30179091
1136,30179092
1137,30179090
1138,3705797
1139,32228058
1140,4559292
1141,30179099
1142,4091085
1143,30636089
1144,5442698
1145,31554317
1146,5442699
1147,4711120
1148,4354180
1149,31815490
1150,5442692
1151,5442693
1152,5442690
1153,5442691
1154,5442696
1155,5442697
1156,31717822
1157,5442694
1158,31246870
1159,3791867
1160,5442695
1161,30698332
1162,2336218
1163,30399360
1164,4543502
1165,1606445
1166,31556500
1167,4037314
1168,4677133
1169,2312253
1170,3986978
1171,4393317
1172,3936237
1173,4085875
1174,32168238
1175,5554059
1176,31006730
1177,31004548
1178,3607859
1179,3522389
1180,31486544
1181,32182535
1182,3894730
1183,4243697
1184,5731852
1185,30688500
1186,30688501
1187,30688502
1188,8243823
1189,4635701
1190,30587846
1191,30447547
1192,8276709
1193,32034629
1194,8276708
1195,3013948
1196,3008110
1197,4001335
1198,7899303
1199,3348066
1200,8171202
1201,30029173
1202,3713916
1203,30851703
1204,3947371
1205,4001331
1206,8171206
1207,3940755
1208,5442689
1209,3467461
1210,2508682
1211,3467462
1212,5442687
1213,31175119
1214,3467463
1215,5442688
1216,30310862
1217,30688990
1218,4665107
1219,4366156
1220,3569458
1221,3904614
1222,3602154
1223,3111583
1224,31998495
1225,8243822
1226,3467464
1227,30702937
1228,3467465
1229,3467466
1230,3467467
1231,3914875
1232,31062863
1233,30937275
1234,30939453
1235,30939454
1236,2667293
1237,32156286
1238,5639931
1239,3101348
1240,8154292
1241,2601848
1242,5804040
1243,3411459
1244,3169779
1245,3570032
1246,3538775
1247,30939452
1248,31230093
1249,3570030
1250,30191370
1251,2352749
1252,30529996
1253,30529995
1254,8124417
1255,2611648
1256,4027954
1257,4026620
1258,3136448
1259,4108627
1260,3706380
1261,5804038
1262,2345593
1263,2680287
1264,3728116
1265,3364510
1266,3089992
1267,5546489
1268,30859636
1269,4666402
1270,3719653
1271,30467550
1272,4404589
1273,3604753
1274,8225127
1275,4044065
1276,32021744
1277,5536206
1278,4656602
1279,30753213
1280,30700708
1281,31356458
1282,3763333
1283,8206881
1284,32240554
1285,31356451
1286,4359820
1287,5627962
1288,3537457
1289,2782665
1290,7991610
1291,3971021
1292,4302976
1293,4302975
1294,4302974
1295,4302973
1296,4381727
1297,3514354
1298,4302972
1299,3016180
1300,4381725
1301,4381724
1302,4381723
1303,5795006
1304,4154505
1305,3537453
1306,4302979
1307,4302978
1308,5752316
1309,4302977
1310,4382253
1311,30877002
1312,2940474
1313,8104431
1314,30576771
1315,4821171
1316,8104430
1317,5385974
1318,31526249
1319,3507156
1320,5652555
1321,5385973
1322,4171462
1323,31506637
1324,4147352
1325,31417922
1326,31655897
1327,3971070
1328,2733249
1329,9647324
1330,4821170
1331,5546828
1332,5372667
1333,4382254
1334,8254545
1335,4001753
1336,5811228
1337,3832098
1338,3035311
1339,4130922
1340,4027904
1341,5474213
1342,3832099
1343,31854689
